caseId,sourceResultFile,analysisCount,averageRelevance,averageProblemValidity,averageSentenceTypeConsistency,averageReasonCorrectness,averageContextAwareness,averageFaithfulness,averageTenseConsistency,averageUsability,averageNonMeta,averageMeaningPreservation,noAnalysisAppropriateness,strengthsPrecision,strengthsCoverage,missingKeywordsPrecision,missingKeywordsCoverage,overallUsefulness,errorCodes,shortRationale,judgeInputTokens,judgeOutputTokens,judgeLatencyMs,failureStage
EV-11,evaluation/evaluation_ai_results_hybrid_exact_offline.csv,1,3.0,3.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,2,5,5,5,5,3,"[""CONTEXT_IGNORED"",""MISSED_ANALYSIS""]","지원자의 경험과 동기는 명확하나, 분석에서 중요한 문제를 놓쳤습니다. 문맥을 고려하지 않은 평가가 있어 전반적인 유용성이 낮아졌습니다.",3364,307,3018,
EV-12,evaluation/evaluation_ai_results_hybrid_exact_offline.csv,1,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2,5,5,5,5,3,"[""CONTEXT_IGNORED"",""MISSED_ANALYSIS""]",분석이 부족하여 중요한 첨삭 대상을 놓쳤습니다. 문맥을 무시한 부분이 있어 평가가 낮아졌습니다.,3639,285,3343,
EV-13,evaluation/evaluation_ai_results_hybrid_exact_offline.csv,1,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4,5,5,5,5,4,"[""CONTEXT_IGNORED""]","전반적으로 경험이 잘 드러나지만, 품질 관리 방법에 대한 구체성이 부족하여 문맥을 간과한 부분이 있습니다.",3361,283,4128,
EV-14,evaluation/evaluation_ai_results_hybrid_exact_offline.csv,0,,,,,,,,,,,5,5,5,5,5,4,"[""NONE""]","지원자의 경험과 성과가 잘 드러나 있으며, 분석이 필요할 만한 문장이 없으므로 전반적으로 유용한 자기소개서입니다.",3471,126,1854,
EV-15,evaluation/evaluation_ai_results_hybrid_exact_offline.csv,1,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2,5,5,5,5,3,"[""MISSED_ANALYSIS""]","지원 동기는 설명되었으나 구체적인 경험이 부족하여 설득력이 떨어지며, 중요한 첨삭 대상을 놓쳤습니다.",2949,278,3540,
EV-16,evaluation/evaluation_ai_results_hybrid_exact_offline.csv,1,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2,5,5,5,5,3,"[""MISSED_ANALYSIS""]","분석이 부족하여 명백한 문제를 놓쳤고, 개선 방법이 구체적이지 않아 평가가 낮아졌습니다.",3763,283,2796,
EV-17,evaluation/evaluation_ai_results_hybrid_exact_offline.csv,1,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3,5,5,5,5,3,"[""NONE""]","전반적으로 경험과 강점을 잘 서술했으나, 구체적인 실행 계획이 부족하여 개선 여지가 있습니다.",2939,247,3379,
EV-18,evaluation/evaluation_ai_results_hybrid_exact_offline.csv,1,3.0,3.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,2,5,5,5,5,3,"[""CONTEXT_IGNORED"",""MISSED_ANALYSIS""]","분석이 부족하여 중요한 첨삭 대상을 놓쳤고, 문맥을 무시한 부분이 있어 평가가 낮아졌습니다.",2945,276,2879,
EV-19,evaluation/evaluation_ai_results_hybrid_exact_offline.csv,1,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4,5,5,5,5,4,"[""CONTEXT_IGNORED""]","지원자의 경험과 QA에 대한 이해는 긍정적이나, 일부 문장 분석에서 문맥을 간과한 부분이 있어 개선이 필요합니다.",2975,284,2647,
EV-20,evaluation/evaluation_ai_results_hybrid_exact_offline.csv,1,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3,5,5,5,5,3,"[""CONTEXT_IGNORED""]","지원자의 목표와 포부는 명확하나, 구체적인 실행 방안이 부족하여 문맥을 간과한 평가가 있었습니다. 전반적으로 유용성은 중간 수준입니다.",3480,289,3313,
