caseId,sourceResultFile,analysisCount,averageRelevance,averageProblemValidity,averageSentenceTypeConsistency,averageReasonCorrectness,averageContextAwareness,averageFaithfulness,averageTenseConsistency,averageUsability,averageNonMeta,averageMeaningPreservation,noAnalysisAppropriateness,strengthsPrecision,strengthsCoverage,missingKeywordsPrecision,missingKeywordsCoverage,overallUsefulness,errorCodes,shortRationale,judgeInputTokens,judgeOutputTokens,judgeLatencyMs,failureStage
EV-11,evaluation/evaluation_ai_results_fewshot_v5a.csv,1,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2,3,3,2,2,3,"[""CONTEXT_IGNORED"",""MISSED_ANALYSIS"",""MISSED_MISSING_KEYWORD""]","지원자의 경험과 동기는 긍정적이나, 주요 업무와 관련된 키워드가 누락되었고, 분석이 부족하여 개선이 필요합니다.",,,5119,
EV-12,evaluation/evaluation_ai_results_fewshot_v5a.csv,1,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2,5,5,5,5,3,"[""CONTEXT_IGNORED"",""MISSED_ANALYSIS""]","분석이 부족하여 중요한 첨삭 대상을 놓쳤고, 문맥을 무시한 부분이 있어 전반적인 유용성이 낮게 평가되었습니다.",,,4095,
EV-13,evaluation/evaluation_ai_results_fewshot_v5a.csv,1,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,2,5,5,5,5,3,"[""MISSED_ANALYSIS""]","분석이 부족하여 명백한 문제를 놓쳤고, 개선 사항이 구체적이지 않아 전반적인 유용성이 낮게 평가되었습니다.",,,4914,
EV-14,evaluation/evaluation_ai_results_fewshot_v5a.csv,0,,,,,,,,,,,1,5,5,5,5,2,[],"지원자의 경험이 JD의 주요 요구사항과 잘 맞지만, 분석이 전혀 없어 중요한 문제를 놓쳤습니다.",,,1882,
EV-15,evaluation/evaluation_ai_results_fewshot_v5a.csv,1,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,2,4,4,2,2,2,"[""MISSED_ANALYSIS"",""MISSED_MISSING_KEYWORD""]","지원 동기는 잘 설명되었으나, 구체적인 경험이나 수치가 부족하여 설득력이 떨어지며, JD의 주요 키워드가 누락되었습니다.",,,4157,
EV-16,evaluation/evaluation_ai_results_fewshot_v5a.csv,1,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2,4,4,2,2,3,"[""MISSED_ANALYSIS"",""MISSED_MISSING_KEYWORD""]","지원자의 경험과 포부는 잘 드러나지만, 구체적인 방법론이 부족하고 JD의 핵심 키워드가 누락되어 있어 전반적인 유용성이 낮게 평가되었습니다.",,,5937,
EV-17,evaluation/evaluation_ai_results_fewshot_v5a.csv,1,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4,5,5,5,5,4,"[""NONE""]","전반적으로 경험과 강점을 잘 표현했으나, 일부 문장에서 구체성이 부족하여 개선 여지가 있습니다.",,,4813,
EV-18,evaluation/evaluation_ai_results_fewshot_v5a.csv,1,3.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,2,4,4,2,2,3,"[""MISSED_ANALYSIS"",""MISSED_MISSING_KEYWORD""]","지원 동기에서 행정 경험 부족을 언급했으나, 주요 키워드가 누락되어 전체적인 분석이 부족하게 평가되었습니다.",,,3941,
EV-19,evaluation/evaluation_ai_results_fewshot_v5a.csv,1,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,2,4,4,2,2,3,"[""MISSED_ANALYSIS"",""MISSED_MISSING_KEYWORD""]","지원자의 경험과 QA에 대한 이해는 긍정적이나, JD의 핵심 키워드가 누락되었고, 분석이 부족하여 개선이 필요합니다.",,,4491,
EV-20,evaluation/evaluation_ai_results_fewshot_v5a.csv,1,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2,3,3,2,2,2,"[""MISSED_ANALYSIS"",""MISSED_MISSING_KEYWORD""]","지원자의 포부는 구체성이 부족하고, 주요 경험 키워드가 누락되어 있어 전반적인 유용성이 낮습니다.",,,3751,
