caseId,sourceResultFile,analysisCount,averageRelevance,averageProblemValidity,averageSentenceTypeConsistency,averageReasonCorrectness,averageContextAwareness,averageFaithfulness,averageTenseConsistency,averageUsability,averageNonMeta,averageMeaningPreservation,noAnalysisAppropriateness,strengthsPrecision,strengthsCoverage,missingKeywordsPrecision,missingKeywordsCoverage,overallUsefulness,errorCodes,shortRationale,judgeInputTokens,judgeOutputTokens,judgeLatencyMs,failureStage
EV-11,evaluation/evaluation_ai_results_two_pass_precision_fix.csv,0,,,,,,,,,,,2,,,,,2,"[""MISSED_ANALYSIS""]",지원자의 자기소개서에서 구체적인 행동 계획과 성과가 부족하여 중요한 첨삭 대상을 놓쳤습니다. 이로 인해 전반적인 유용성이 낮게 평가되었습니다.,,,2035,
EV-12,evaluation/evaluation_ai_results_two_pass_precision_fix.csv,0,,,,,,,,,,,1,,,,,2,"[""MISSED_ANALYSIS""]","분석이 비어있어 명백한 문제 문장이 존재하지만, 적절한 첨삭이 이루어지지 않았습니다. 구체적인 행동 계획과 결과가 부족하여 전반적인 유용성이 낮습니다.",,,2356,
EV-13,evaluation/evaluation_ai_results_two_pass_precision_fix.csv,1,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,2,2,2,3,3,3,"[""CONTEXT_IGNORED"",""MISSED_ANALYSIS""]","전반적으로 경험을 구체적으로 서술하지 않아 전문성이 부족하게 느껴지며, 문맥을 무시한 분석이 있었습니다.",,,3360,
EV-14,evaluation/evaluation_ai_results_two_pass_precision_fix.csv,1,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,2,5,5,5,5,3,"[""MISSED_ANALYSIS""]",지원자의 경험이 잘 드러나지 않아 구체적인 행동과 방법이 부족하다는 점이 아쉽습니다. 주요 성과를 강조하면 더 좋을 것입니다.,,,3196,
EV-15,evaluation/evaluation_ai_results_two_pass_precision_fix.csv,0,,,,,,,,,,,2,5,5,1,1,2,"[""MISSED_ANALYSIS""]","지원 동기와 직무 적합성이 연결되었으나, 구체적인 경험이 부족하고 분석이 전혀 이루어지지 않아 중요한 문제를 놓쳤습니다.",,,1763,
EV-16,evaluation/evaluation_ai_results_two_pass_precision_fix.csv,2,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2,5,5,5,5,3,"[""MISSED_ANALYSIS""]","경험을 구체적으로 서술하였으나, 행동과 방법론을 더욱 강조할 필요가 있습니다.",,,5669,
EV-17,evaluation/evaluation_ai_results_two_pass_precision_fix.csv,1,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,2,5,5,5,5,3,"[""CONTEXT_IGNORED"",""MISSED_ANALYSIS""]",지원 동기에 구체적인 행동이 부족하여 문맥을 무시한 부분이 있습니다. 전반적으로 개선이 필요합니다.,,,5045,
EV-18,evaluation/evaluation_ai_results_two_pass_precision_fix.csv,0,,,,,,,,,,,2,5,5,5,5,2,"[""MISSED_ANALYSIS""]","분석이 비어있어 중요한 첨삭 대상을 놓쳤으며, 실행 계획과 방법론이 부족하다는 점에서 낮은 평가를 받았습니다.",,,2362,
EV-19,evaluation/evaluation_ai_results_two_pass_precision_fix.csv,2,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2,5,5,5,5,3,"[""MISSED_ANALYSIS""]","지원자의 QA 직무에 대한 이해와 경험이 잘 드러났으나, 구체적인 행동과 방법론이 부족하여 개선이 필요합니다.",,,4968,
EV-20,evaluation/evaluation_ai_results_two_pass_precision_fix.csv,0,,,,,,,,,,,1,3,3,,,2,"[""MISSED_ANALYSIS""]","지원 동기와 포부는 잘 연결되어 있으나, 구체적인 실행 계획이 부족하여 중요한 첨삭 대상을 놓쳤습니다.",,,1791,
