caseId,sourceResultFile,analysisCount,averageRelevance,averageProblemValidity,averageSentenceTypeConsistency,averageReasonCorrectness,averageContextAwareness,averageFaithfulness,averageTenseConsistency,averageUsability,averageNonMeta,averageMeaningPreservation,noAnalysisAppropriateness,strengthsPrecision,strengthsCoverage,missingKeywordsPrecision,missingKeywordsCoverage,overallUsefulness,errorCodes,shortRationale,judgeInputTokens,judgeOutputTokens,judgeLatencyMs,failureStage
EV-11,evaluation/evaluation_ai_results_two_pass_v2_1.csv,0,,,,,,,,,,,2,5,5,5,5,2,"[""MISSED_ANALYSIS""]","지원자의 경험과 비전은 긍정적이나, 구체적인 실행 계획이 부족하여 중요한 첨삭 대상을 놓쳤습니다. 분석이 비어 있어 평가가 미흡합니다.",,,2265,
EV-12,evaluation/evaluation_ai_results_two_pass_v2_1.csv,0,,,,,,,,,,,2,5,5,5,5,3,"[""MISSED_STRENGTH"",""MISSED_ANALYSIS""]","분석이 비어있어 중요한 첨삭 대상을 놓쳤으며, 구체적인 행동 계획과 방법론이 부족합니다.",,,2885,
EV-13,evaluation/evaluation_ai_results_two_pass_v2_1.csv,2,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2,5,5,5,5,3,"[""MISSED_ANALYSIS""]","전반적으로 경험이 잘 드러나지만, 구체적인 행동과 방법론이 더 필요합니다.",,,5406,
EV-14,evaluation/evaluation_ai_results_two_pass_v2_1.csv,0,,,,,,,,,,,2,5,5,5,5,3,"[""MISSED_ANALYSIS""]","지원자의 경험이 JD와 일부 관련이 있지만, 구체적인 행동과 성과 수치가 부족하여 분석이 미흡합니다.",,,4925,
EV-15,evaluation/evaluation_ai_results_two_pass_v2_1.csv,0,,,,,,,,,,,1,,,,,2,"[""MISSED_ANALYSIS""]",지원자의 답변에서 구체적인 행동 계획이 부족하여 중요한 첨삭 대상을 놓쳤습니다. 전반적으로 개선이 필요합니다.,,,2219,
EV-16,evaluation/evaluation_ai_results_two_pass_v2_1.csv,0,,,,,,,,,,,2,2,2,3,3,2,"[""MISSED_ANALYSIS""]",답변에서 구체적인 실행 계획과 행동이 부족하여 주요 문제를 놓쳤습니다. 분석이 비어 있어 명백한 첨삭 대상이 존재함에도 불구하고 적절한 평가가 이루어지지 않았습니다.,,,3371,
EV-17,evaluation/evaluation_ai_results_two_pass_v2_1.csv,0,,,,,,,,,,,2,2,2,3,3,2,"[""MISSED_ANALYSIS""]","분석이 비어있으나, 구체적인 행동과 성과가 부족한 점이 명백하여 중요한 첨삭 대상을 놓쳤습니다.",,,2287,
EV-18,evaluation/evaluation_ai_results_two_pass_v2_1.csv,0,,,,,,,,,,,1,,,,,2,"[""MISSED_ANALYSIS""]",분석이 비어있어 중요한 첨삭 대상을 놓쳤습니다. 구체적인 실행 계획과 방법론이 부족하여 전반적인 유용성이 낮습니다.,,,2863,
EV-19,evaluation/evaluation_ai_results_two_pass_v2_1.csv,0,,,,,,,,,,,1,,,,,2,"[""MISSED_ANALYSIS""]",지원자의 경험과 계획은 긍정적이나 구체적인 행동과 방법론이 부족하여 중요한 첨삭 대상을 놓쳤습니다.,,,1841,
EV-20,evaluation/evaluation_ai_results_two_pass_v2_1.csv,0,,,,,,,,,,,2,5,5,5,5,3,"[""MISSED_ANALYSIS""]",지원 동기와 포부는 명확하나 구체적인 경험이 부족하여 분석이 필요합니다.,,,5121,
